El-lab,El-modarag,Redmi,youssef,Farouk,Ramadan,badra22,STUDBME2,ARC3,CMP_LAB2,CMP_LAB3,STUDBME1,CMP_LAB1,CMP_LAB4,CMP-lab1,ARC1,BMEStudentLab3,STUDBME3,location
-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-53.0,-62,-100.0,-78.0,-100,-100.0,-100.0,-100,-70.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-71,-55.0,-72.0,-100,-84.0,-100.0,-100.0,-100.0,7
-100.0,-80.0,-75.0,-100.0,-100.0,-100.0,-100.0,-67,-78.0,-76.0,-100,-67.0,-77.0,-71,-77.0,-100.0,-100.0,-100.0,6
-74.0,-100.0,-71.0,-100.0,-78.0,-100.0,-100.0,-51,-100.0,-100.0,-61,-100.0,-100.0,-58,-59.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61,-100.0,-58.0,-61,-100.0,-58.0,-61,-62.0,-100.0,-100.0,-100.0,9
-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-50,-100.0,-100.0,-72,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-49,-100.0,-100.0,-100,-100.0,-69.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-56.0,-48,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-78.0,-100.0,-71.0,-100.0,-100.0,-45,-100.0,-50.0,-100,-100.0,-52.0,-100,-59.0,-100.0,-100.0,-100.0,9
-100.0,-67.0,-53.0,-100.0,-100.0,-48.0,-100.0,-73,-100.0,-100.0,-100,-100.0,-77.0,-74,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-72,-100.0,-71.0,-100,-41.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-52.0,-51,-100.0,-100.0,-54,-60.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-65.0,-100.0,-100.0,-100.0,-57.0,-45,-100.0,-100.0,-100,-100.0,-100.0,-100,-59.0,-100.0,-100.0,-100.0,13
-74.0,-100.0,-60.0,-100.0,-60.0,-100.0,-100.0,-44,-100.0,-51.0,-52,-64.0,-53.0,-53,-100.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-81,-100.0,-100.0,-80,-100.0,-100.0,-100.0,-100.0,6
-61.0,-100.0,-72.0,-100.0,-100.0,-100.0,-53.0,-57,-100.0,-100.0,-100,-100.0,-100.0,-100,-71.0,-100.0,-100.0,-100.0,12
-100.0,-73.0,-71.0,-100.0,-100.0,-100.0,-100.0,-63,-100.0,-100.0,-100,-100.0,-69.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-69.0,-100.0,-76.0,-100.0,-100.0,-50,-100.0,-100.0,-100,-100.0,-58.0,-100,-63.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-74.0,-73,-100.0,-73.0,-76,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-61.0,-100.0,-66.0,-100.0,-100.0,-52,-100.0,-100.0,-100,-100.0,-47.0,-100,-100.0,-100.0,-100.0,-100.0,10
-68.0,-100.0,-53.0,-100.0,-100.0,-100.0,-100.0,-47,-100.0,-100.0,-52,-59.0,-100.0,-100,-63.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-48,-100.0,-54.0,-100,-100.0,-51.0,-100,-68.0,-100.0,-100.0,-70.0,11
-100.0,-77.0,-54.0,-100.0,-100.0,-73.0,-100.0,-53,-100.0,-72.0,-69,-51.0,-71.0,-70,-72.0,-100.0,-100.0,-100.0,7
-100.0,-69.0,-61.0,-100.0,-100.0,-100.0,-87.0,-66,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-49,-100.0,-44.0,-45,-60.0,-46.0,-45,-73.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-60.0,-61,-100.0,-62.0,-63,-100.0,-100.0,-100.0,-100.0,9
-100.0,-62.0,-58.0,-100.0,-100.0,-52.0,-100.0,-68,-62.0,-72.0,-72,-100.0,-72.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-84.0,-80.0,-100.0,-100.0,-100.0,-100.0,-87,-100.0,-100.0,-100,-100.0,-85.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-83,-86.0,-76.0,-100,-75.0,-77.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-64.0,-66.0,-100.0,-100.0,-64.0,-100.0,-70,-100.0,-73.0,-100,-46.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-63.0,-100.0,-64.0,-100.0,-100.0,-46,-100.0,-100.0,-100,-100.0,-57.0,-62,-57.0,-100.0,-100.0,-89.0,10
-100.0,-71.0,-63.0,-100.0,-100.0,-84.0,-100.0,-63,-100.0,-100.0,-73,-53.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-57.0,-100.0,-100.0,-57,-100.0,-51.0,-51,-100.0,-46.0,-47,-100.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-66.0,-100.0,-100.0,-62.0,-100.0,-51,-100.0,-65.0,-67,-100.0,-67.0,-68,-100.0,-100.0,-100.0,-100.0,7
-100.0,-71.0,-61.0,-100.0,-100.0,-58.0,-78.0,-66,-100.0,-71.0,-74,-100.0,-70.0,-100,-100.0,-100.0,-100.0,-100.0,4
-77.0,-100.0,-64.0,-100.0,-51.0,-100.0,-100.0,-50,-100.0,-51.0,-53,-100.0,-55.0,-49,-69.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-49,-100.0,-49.0,-48,-100.0,-47.0,-50,-66.0,-100.0,-100.0,-80.0,11
-100.0,-73.0,-74.0,-100.0,-100.0,-100.0,-100.0,-69,-100.0,-74.0,-100,-100.0,-100.0,-77,-83.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-61.0,-100.0,-65.0,-100.0,-100.0,-48,-100.0,-54.0,-56,-59.0,-55.0,-55,-100.0,-100.0,-100.0,-100.0,10
-59.0,-100.0,-77.0,-100.0,-100.0,-100.0,-59.0,-58,-100.0,-100.0,-100,-100.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81,-85.0,-80.0,-77,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-69.0,-73.0,-100.0,-100.0,-46.0,-100.0,-69,-100.0,-100.0,-100,-100.0,-65.0,-68,-74.0,-100.0,-100.0,-100.0,7
-100.0,-67.0,-70.0,-100.0,-100.0,-61.0,-100.0,-58,-77.0,-100.0,-70,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,4
-100.0,-67.0,-64.0,-100.0,-100.0,-64.0,-100.0,-50,-74.0,-66.0,-65,-100.0,-65.0,-66,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-100.0,-100,-100.0,-57.0,-58,-61.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-80.0,-100.0,-100.0,-100.0,-100.0,-78,-82.0,-100.0,-100,-68.0,-100.0,-100,-81.0,-100.0,-100.0,-100.0,6
-66.0,-100.0,-61.0,-100.0,-100.0,-100.0,-100.0,-38,-100.0,-100.0,-78,-100.0,-58.0,-100,-64.0,-100.0,-100.0,-100.0,13
-100.0,-65.0,-56.0,-100.0,-100.0,-52.0,-100.0,-62,-100.0,-77.0,-74,-42.0,-75.0,-76,-100.0,-87.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76,-100.0,-100.0,-100,-100.0,-100.0,-80,-100.0,-100.0,-100.0,-100.0,6
-54.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-52,-100.0,-100.0,-100,-100.0,-72.0,-72,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-58,-100.0,-52.0,-51,-100.0,-47.0,-51,-71.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-54,-100.0,-62.0,-59,-69.0,-57.0,-63,-70.0,-100.0,-100.0,-85.0,11
-49.0,-100.0,-100.0,-100.0,-85.0,-100.0,-48.0,-52,-100.0,-100.0,-69,-100.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-69.0,-100.0,-78.0,-100.0,-73.0,-48,-100.0,-70.0,-55,-100.0,-100.0,-54,-63.0,-100.0,-100.0,-100.0,9
-61.0,-100.0,-100.0,-100.0,-100.0,-100.0,-60.0,-47,-100.0,-100.0,-68,-100.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,13
-56.0,-100.0,-100.0,-100.0,-100.0,-100.0,-48.0,-57,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-82,-100.0,-100.0,-81,-72.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-73.0,-100.0,-64.0,-100.0,-59.0,-100.0,-100.0,-49,-100.0,-47.0,-50,-100.0,-100.0,-100,-72.0,-100.0,-100.0,-76.0,10
-71.0,-100.0,-55.0,-100.0,-61.0,-100.0,-100.0,-50,-100.0,-47.0,-49,-100.0,-46.0,-48,-100.0,-100.0,-100.0,-100.0,10
-100.0,-74.0,-71.0,-100.0,-100.0,-100.0,-100.0,-62,-71.0,-100.0,-100,-100.0,-74.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-75.0,-71.0,-100.0,-100.0,-70.0,-100.0,-60,-77.0,-71.0,-72,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55,-100.0,-55.0,-55,-100.0,-53.0,-56,-67.0,-100.0,-100.0,-100.0,10
-100.0,-69.0,-37.0,-100.0,-100.0,-44.0,-100.0,-64,-100.0,-69.0,-69,-56.0,-69.0,-69,-100.0,-100.0,-100.0,-100.0,4
-46.0,-100.0,-73.0,-100.0,-82.0,-100.0,-58.0,-58,-100.0,-73.0,-72,-100.0,-100.0,-100,-73.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-58.0,-100.0,-100.0,-100.0,-58.0,-58,-100.0,-100.0,-100,-100.0,-100.0,-67,-100.0,-100.0,-100.0,-100.0,13
-100.0,-75.0,-77.0,-100.0,-100.0,-100.0,-100.0,-71,-100.0,-72.0,-73,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-78.0,-53,-100.0,-58.0,-59,-100.0,-100.0,-61,-61.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-51.0,-50,-100.0,-52.0,-52,-100.0,-100.0,-100.0,-100.0,10
-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-47.0,-46,-68.0,-46.0,-47,-100.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-51,-100.0,-47.0,-46,-55.0,-46.0,-46,-66.0,-100.0,-100.0,-66.0,11
-100.0,-60.0,-73.0,-100.0,-76.0,-57.0,-100.0,-64,-73.0,-71.0,-100,-100.0,-72.0,-75,-100.0,-100.0,-100.0,-100.0,4
-100.0,-74.0,-61.0,-100.0,-100.0,-65.0,-84.0,-60,-67.0,-100.0,-100,-100.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,7
-68.0,-100.0,-75.0,-100.0,-74.0,-100.0,-100.0,-53,-100.0,-58.0,-60,-100.0,-60.0,-58,-65.0,-100.0,-100.0,-100.0,9
-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70,-100.0,-100.0,-77,-100.0,-100.0,-76,-100.0,-100.0,-100.0,-100.0,6
-47.0,-100.0,-69.0,-100.0,-100.0,-100.0,-59.0,-55,-100.0,-100.0,-81,-100.0,-100.0,-100,-72.0,-100.0,-100.0,-100.0,12
-100.0,-69.0,-69.0,-100.0,-100.0,-100.0,-100.0,-62,-100.0,-100.0,-100,-50.0,-100.0,-100,-76.0,-100.0,-100.0,-100.0,6
-69.0,-100.0,-56.0,-100.0,-57.0,-100.0,-100.0,-54,-100.0,-57.0,-56,-59.0,-59.0,-58,-100.0,-100.0,-100.0,-100.0,10
-72.0,-100.0,-55.0,-100.0,-56.0,-100.0,-100.0,-44,-100.0,-53.0,-52,-58.0,-52.0,-53,-64.0,-100.0,-100.0,-100.0,10
-100.0,-69.0,-60.0,-100.0,-100.0,-100.0,-90.0,-59,-76.0,-72.0,-74,-52.0,-100.0,-73,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-64.0,-65,-100.0,-65.0,-66,-63.0,-100.0,-100.0,-100.0,9
-70.0,-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-65.0,-100,-100.0,-66.0,-100,-69.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-49.0,-100.0,-100.0,-54,-100.0,-100.0,-49,-100.0,-100.0,-50,-100.0,-100.0,-100.0,-100.0,11
-70.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-48,-100.0,-65.0,-63,-100.0,-63.0,-67,-64.0,-100.0,-100.0,-100.0,10
-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.0,-53,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-63.0,-100.0,-100.0,-47,-100.0,-45.0,-100,-69.0,-43.0,-100,-70.0,-100.0,-100.0,-81.0,11
-54.0,-100.0,-73.0,-100.0,-100.0,-100.0,-52.0,-59,-100.0,-100.0,-73,-100.0,-100.0,-76,-74.0,-100.0,-100.0,-100.0,12
-100.0,-100.0,-63.0,-100.0,-54.0,-100.0,-100.0,-49,-100.0,-48.0,-47,-100.0,-51.0,-48,-75.0,-100.0,-100.0,-76.0,10
-100.0,-73.0,-69.0,-100.0,-100.0,-100.0,-100.0,-72,-100.0,-100.0,-100,-58.0,-73.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-47,-100.0,-75.0,-49,-100.0,-51.0,-100,-72.0,-100.0,-100.0,-73.0,11
-100.0,-100.0,-100.0,-100.0,-47.0,-100.0,-100.0,-56,-100.0,-52.0,-53,-100.0,-52.0,-51,-69.0,-100.0,-100.0,-100.0,11
-100.0,-66.0,-62.0,-100.0,-100.0,-100.0,-100.0,-64,-100.0,-72.0,-73,-100.0,-71.0,-69,-74.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-69.0,-100.0,-65.0,-100.0,-100.0,-55,-100.0,-59.0,-59,-67.0,-57.0,-57,-66.0,-100.0,-100.0,-100.0,10
-73.0,-100.0,-73.0,-100.0,-68.0,-100.0,-100.0,-45,-100.0,-52.0,-52,-100.0,-52.0,-54,-65.0,-100.0,-100.0,-88.0,10
-100.0,-100.0,-57.0,-100.0,-65.0,-100.0,-100.0,-49,-100.0,-58.0,-60,-100.0,-62.0,-100,-62.0,-100.0,-100.0,-100.0,10
-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-51,-100.0,-100.0,-100,-100.0,-100.0,-72,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-64.0,-100.0,-58.0,-100.0,-100.0,-53,-100.0,-45.0,-45,-100.0,-48.0,-45,-68.0,-100.0,-100.0,-84.0,10
-100.0,-100.0,-58.0,-100.0,-100.0,-58.0,-100.0,-58,-72.0,-70.0,-67,-48.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-63.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-49,-100.0,-100.0,-100,-100.0,-100.0,-71,-63.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-58.0,-100.0,-100.0,-54,-100.0,-45.0,-53,-69.0,-50.0,-51,-74.0,-100.0,-100.0,-100.0,11
-100.0,-75.0,-65.0,-100.0,-100.0,-100.0,-76.0,-48,-100.0,-70.0,-71,-57.0,-100.0,-70,-100.0,-100.0,-100.0,-100.0,7
-100.0,-57.0,-68.0,-100.0,-100.0,-100.0,-100.0,-65,-73.0,-78.0,-80,-100.0,-77.0,-79,-100.0,-100.0,-100.0,-100.0,4
-79.0,-71.0,-68.0,-100.0,-100.0,-100.0,-100.0,-51,-100.0,-66.0,-65,-51.0,-68.0,-64,-100.0,-100.0,-100.0,-100.0,7
-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-73,-100.0,-100.0,-100,-55.0,-74.0,-73,-81.0,-100.0,-100.0,-100.0,6
-100.0,-69.0,-55.0,-100.0,-100.0,-56.0,-100.0,-64,-58.0,-72.0,-100,-48.0,-69.0,-100,-100.0,-100.0,-100.0,-100.0,4
-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-44,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-60.0,-60,-100.0,-62.0,-100,-68.0,-100.0,-100.0,-100.0,9
-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56,-100.0,-100.0,-100,-100.0,-100.0,-100,-58.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-55,-100.0,-100.0,-58,-100.0,-57.0,-54,-74.0,-100.0,-100.0,-100.0,11
-66.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-52,-100.0,-100.0,-71,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-77,-82.0,-83.0,-82,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-68.0,-100.0,-100.0,-100.0,-89.0,-64,-81.0,-73.0,-74,-100.0,-74.0,-74,-77.0,-100.0,-100.0,-100.0,6
-70.0,-100.0,-55.0,-100.0,-55.0,-100.0,-100.0,-52,-100.0,-56.0,-56,-100.0,-56.0,-56,-67.0,-100.0,-91.0,-85.0,10
-100.0,-100.0,-100.0,-100.0,-46.0,-100.0,-100.0,-50,-100.0,-46.0,-48,-100.0,-47.0,-46,-100.0,-100.0,-100.0,-68.0,11
-100.0,-100.0,-100.0,-100.0,-50.0,-100.0,-100.0,-68,-100.0,-52.0,-51,-72.0,-53.0,-52,-76.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-66.0,-100.0,-100.0,-100.0,-59.0,-50,-100.0,-100.0,-100,-100.0,-100.0,-70,-64.0,-100.0,-100.0,-100.0,13
-100.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-100.0,-100,-42.0,-72.0,-69,-100.0,-100.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-51,-100.0,-52.0,-52,-100.0,-53.0,-55,-68.0,-100.0,-100.0,-100.0,9
-100.0,-70.0,-56.0,-100.0,-100.0,-46.0,-100.0,-73,-66.0,-100.0,-100,-100.0,-77.0,-78,-100.0,-100.0,-100.0,-100.0,4
-100.0,-73.0,-75.0,-100.0,-100.0,-100.0,-100.0,-75,-100.0,-69.0,-70,-69.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,6
-48.0,-100.0,-74.0,-100.0,-78.0,-100.0,-50.0,-59,-100.0,-76.0,-73,-100.0,-100.0,-77,-100.0,-100.0,-100.0,-100.0,12
-100.0,-61.0,-47.0,-100.0,-100.0,-56.0,-100.0,-64,-60.0,-69.0,-100,-100.0,-68.0,-100,-100.0,-76.0,-100.0,-100.0,4
-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-67,-100.0,-100.0,-100,-100.0,-46.0,-48,-67.0,-100.0,-100.0,-100.0,10
-70.0,-100.0,-65.0,-100.0,-63.0,-100.0,-100.0,-48,-100.0,-100.0,-100,-100.0,-100.0,-100,-68.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-51.0,-100.0,-100.0,-58,-100.0,-100.0,-100,-69.0,-52.0,-52,-73.0,-100.0,-100.0,-100.0,11
-73.0,-100.0,-58.0,-100.0,-55.0,-100.0,-100.0,-47,-100.0,-50.0,-47,-100.0,-50.0,-46,-100.0,-100.0,-100.0,-100.0,10
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-73.0,-48,-100.0,-100.0,-56,-100.0,-55.0,-57,-65.0,-100.0,-100.0,-100.0,9
-47.0,-100.0,-100.0,-100.0,-100.0,-100.0,-45.0,-59,-100.0,-100.0,-100,-100.0,-100.0,-100,-74.0,-100.0,-100.0,-100.0,12
-100.0,-73.0,-80.0,-100.0,-100.0,-100.0,-100.0,-81,-81.0,-100.0,-100,-69.0,-100.0,-84,-100.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50,-100.0,-100.0,-58,-100.0,-100.0,-57,-68.0,-100.0,-100.0,-100.0,9
-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-72.0,-45,-100.0,-100.0,-100,-100.0,-100.0,-100,-62.0,-100.0,-100.0,-100.0,9
-71.0,-100.0,-54.0,-100.0,-100.0,-100.0,-100.0,-44,-100.0,-55.0,-55,-100.0,-55.0,-54,-61.0,-100.0,-100.0,-90.0,10
-100.0,-100.0,-70.0,-100.0,-100.0,-55.0,-100.0,-61,-70.0,-71.0,-70,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,7
-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-67,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-100.0,-65.0,-62.0,-100.0,-100.0,-100.0,-100.0,-58,-100.0,-75.0,-100,-100.0,-72.0,-100,-100.0,-100.0,-100.0,-100.0,7
-100.0,-79.0,-77.0,-100.0,-100.0,-100.0,-100.0,-67,-100.0,-76.0,-76,-100.0,-75.0,-75,-100.0,-100.0,-100.0,-100.0,6
-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-60,-100.0,-100.0,-100,-100.0,-73.0,-74,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-53.0,-100.0,-100.0,-57,-100.0,-51.0,-52,-100.0,-52.0,-54,-76.0,-100.0,-100.0,-100.0,11
-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-59.0,-44,-100.0,-100.0,-100,-100.0,-100.0,-66,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-67.0,-100.0,-63.0,-100.0,-100.0,-47,-100.0,-44.0,-50,-100.0,-48.0,-44,-100.0,-100.0,-100.0,-84.0,10
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74,-87.0,-100.0,-100,-67.0,-79.0,-78,-81.0,-100.0,-100.0,-100.0,6
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-50,-100.0,-100.0,-100,-100.0,-77.0,-75,-100.0,-100.0,-100.0,-100.0,13
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52,-100.0,-100.0,-100,-100.0,-58.0,-58,-100.0,-100.0,-100.0,-100.0,9
-48.0,-100.0,-100.0,-100.0,-100.0,-100.0,-52.0,-51,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
-47.0,-100.0,-74.0,-100.0,-100.0,-100.0,-57.0,-55,-100.0,-100.0,-100,-100.0,-100.0,-100,-100.0,-100.0,-100.0,-100.0,12
